MES;CONTADOR;CONTADOR_TIPO;CONTADOR_SENTIDO;ZONA;NUMERO
01/07/2022;Via Verde Vasco-Navarro (Ancín);Bicicletas;Ancín - Álava;Vías Verdes - Eurovelo;1286
01/07/2022;Via Verde Vasco-Navarro (Ancín);Coches;Ancín - Álava;Vías Verdes - Eurovelo;1255
01/07/2022;Via Verde Tarazonica (Cascante);Peatones;Cascante - Aragón;Vías Verdes - Eurovelo;920
01/07/2022;Via Verde Tarazonica (Cascante);Bicicletas;Cascante - Aragón;Vías Verdes - Eurovelo;197
01/07/2022;Vía Verde Irati (Foz Lumbier);Peatones;Liédena - Lumbier;Vías Verdes - Eurovelo;13010
01/07/2022;Vía Verde Irati (Foz Lumbier);Bicicletas;Lumbier - Liédena;Vías Verdes - Eurovelo;407
01/07/2022;Eurovelo 1-Ederbidea (Gaztelu);Bicicletas;Gaztelu -Pamplona;Vías Verdes - Eurovelo;68
01/07/2022;Eurovelo 1-Ederbidea (Gaztelu);Coches;Gaztelu - Gipuzkoa;Vías Verdes - Eurovelo;966
01/07/2022;Aurizberri-Espinal ;Peatones;Santiago de Compostela;Camino de Santiago;10012
01/07/2022;Aurizberri-Espinal ;Bicicletas;Santiago de Compostela;Camino de Santiago;179
01/07/2022;Aurizberri-Espinal ;Coches;Santiago de Compostela;Camino de Santiago;221
01/07/2022;Puente la Reina-Gares;Peatones;Santiago de Compostela;Camino de Santiago;5600
01/07/2022;Puente la Reina-Gares;Bicicletas;Santiago de Compostela;Camino de Santiago;149
01/07/2022;Puente la Reina-Gares;Coches;Santiago de Compostela;Camino de Santiago;612
01/07/2022;Urederra;Peatones;Vuelta;Recursos turístico ;10177
01/07/2022;Xorroxin;Peatones;Vuelta;Recursos turístico ;6396
01/07/2022;Amaiur;Peatones;Vuelta;Recursos turístico ;6260
01/07/2022;Bertiz;Peatones;Vuelta;Recursos turístico ;8664
01/07/2022;Castejón;Peatones;Vuelta;Recursos turístico ;103
01/07/2022;Castejón;Bicicletas;Ida;Recursos turístico ;88
01/07/2022;Isaba;Peatones;Ida;Recursos turístico ;2753
01/07/2022;Izco;Peatones;Vuelta;Recursos turístico ;1118
01/07/2022;Izco;Bicicletas;Vuelta;Recursos turístico ;859
01/07/2022;Izco;Coches;Vuelta;Recursos turístico ;233
01/08/2022;Vía Verde Bidasoa (Doneztebe);Peatones;Doneztebe - Gipuzkoa;Vías Verdes - Eurovelo;4610
01/08/2022;Vía Verde Bidasoa (Doneztebe);Bicicletas;Doneztebe - Pamplona;Vías Verdes - Eurovelo;1208
01/08/2022;Vía Verde Bidasoa (Doneztebe);Coches;Doneztebe - Gipuzkoa;Vías Verdes - Eurovelo;912
01/08/2022;Via Verde Plazaola (Irurtzun);Peatones;Irurtzun - Pamplona;Vías Verdes - Eurovelo;4846
01/08/2022;Via Verde Plazaola (Irurtzun);Bicicletas;Irurtzun - Pamplona;Vías Verdes - Eurovelo;624
01/08/2022;Via Verde Plazaola (Irurtzun);Coches;Irurtzun - Pamplona;Vías Verdes - Eurovelo;4075
01/08/2022;Via Verde Vasco-Navarro (Ancín);Peatones;Ancín - Álava;Vías Verdes - Eurovelo;1861
01/08/2022;Via Verde Vasco-Navarro (Ancín);Bicicletas;Ancín - Estella;Vías Verdes - Eurovelo;1368
01/08/2022;Via Verde Vasco-Navarro (Ancín);Coches;Ancín - Álava;Vías Verdes - Eurovelo;1152
01/08/2022;Via Verde Tarazonica (Cascante);Peatones;Cascante - Aragón;Vías Verdes - Eurovelo;721
01/08/2022;Via Verde Tarazonica (Cascante);Bicicletas;Cascante - Aragón;Vías Verdes - Eurovelo;345
01/08/2022;Vía Verde Irati (Foz Lumbier);Peatones;Lumbier - Liédena;Vías Verdes - Eurovelo;23070
01/08/2022;Vía Verde Irati (Foz Lumbier);Bicicletas;Lumbier - Liédena;Vías Verdes - Eurovelo;646
01/08/2022;Eurovelo 1-Ederbidea (Gaztelu);Bicicletas;Gaztelu -Pamplona;Vías Verdes - Eurovelo;6
01/08/2022;Eurovelo 1-Ederbidea (Gaztelu);Coches;Gaztelu - Gipuzkoa;Vías Verdes - Eurovelo;142
01/08/2022;Aurizberri-Espinal ;Peatones;Santiago de Compostela;Camino de Santiago;9606
01/08/2022;Aurizberri-Espinal ;Bicicletas;Santiago de Compostela;Camino de Santiago;74
01/08/2022;Aurizberri-Espinal ;Coches;Santiago de Compostela;Camino de Santiago;116
01/08/2022;Puente la Reina-Gares;Peatones;Santiago de Compostela;Camino de Santiago;7169
01/08/2022;Puente la Reina-Gares;Bicicletas;Santiago de Compostela;Camino de Santiago;267
01/08/2022;Puente la Reina-Gares;Coches;Santiago de Compostela;Camino de Santiago;730
01/08/2022;Urederra;Peatones;Vuelta;Recursos turístico ;12642
01/08/2022;Xorroxin;Peatones;Vuelta;Recursos turístico ;9503
01/08/2022;Amaiur;Peatones;Vuelta;Recursos turístico ;7961
01/08/2022;Bertiz;Peatones;Vuelta;Recursos turístico ;12361
01/08/2022;Castejón;Peatones;Vuelta;Recursos turístico ;147
01/08/2022;Castejón;Bicicletas;Ida;Recursos turístico ;138
01/08/2022;Isaba;Peatones;Ida;Recursos turístico ;718
01/08/2022;Izco;Peatones;Vuelta;Recursos turístico ;1005
01/08/2022;Izco;Bicicletas;Vuelta;Recursos turístico ;837
01/08/2022;Izco;Coches;Vuelta;Recursos turístico ;246
01/09/2022;Vía Verde Bidasoa (Doneztebe);Peatones;Doneztebe - Gipuzkoa;Vías Verdes - Eurovelo;3037
01/09/2022;Vía Verde Bidasoa (Doneztebe);Bicicletas;Doneztebe - Pamplona;Vías Verdes - Eurovelo;578
01/09/2022;Vía Verde Bidasoa (Doneztebe);Coches;Doneztebe - Gipuzkoa;Vías Verdes - Eurovelo;630
01/09/2022;Via Verde Plazaola (Irurtzun);Peatones;Irurtzun - Pamplona;Vías Verdes - Eurovelo;3488
01/09/2022;Via Verde Plazaola (Irurtzun);Bicicletas;Irurtzun - Pamplona;Vías Verdes - Eurovelo;366
01/09/2022;Via Verde Plazaola (Irurtzun);Coches;Irurtzun - Pamplona;Vías Verdes - Eurovelo;3321
01/09/2022;Via Verde Vasco-Navarro (Ancín);Peatones;Ancín - Álava;Vías Verdes - Eurovelo;635
01/09/2022;Via Verde Vasco-Navarro (Ancín);Bicicletas;Ancín - Estella;Vías Verdes - Eurovelo;503
01/09/2022;Via Verde Vasco-Navarro (Ancín);Coches;Ancín - Estella;Vías Verdes - Eurovelo;599
01/09/2022;Via Verde Tarazonica (Cascante);Peatones;Cascante - Aragón;Vías Verdes - Eurovelo;769
01/09/2022;Via Verde Tarazonica (Cascante);Bicicletas;Cascante - Aragón;Vías Verdes - Eurovelo;293
01/09/2022;Vía Verde Irati (Foz Lumbier);Peatones;Liédena - Lumbier;Vías Verdes - Eurovelo;10347
01/09/2022;Vía Verde Irati (Foz Lumbier);Bicicletas;Lumbier - Liédena;Vías Verdes - Eurovelo;276
01/09/2022;Eurovelo 1-Ederbidea (Gaztelu);Bicicletas;Gaztelu - Gipuzkoa;Vías Verdes - Eurovelo;19
01/09/2022;Eurovelo 1-Ederbidea (Gaztelu);Coches;Gaztelu - Gipuzkoa;Vías Verdes - Eurovelo;467
01/09/2022;Aurizberri-Espinal ;Peatones;Santiago de Compostela;Camino de Santiago;12140
01/09/2022;Aurizberri-Espinal ;Bicicletas;Santiago de Compostela;Camino de Santiago;52
01/09/2022;Aurizberri-Espinal ;Coches;Santiago de Compostela;Camino de Santiago;110
01/09/2022;Puente la Reina-Gares;Peatones;Santiago de Compostela;Camino de Santiago;5883
01/09/2022;Puente la Reina-Gares;Bicicletas;Santiago de Compostela;Camino de Santiago;167
01/09/2022;Puente la Reina-Gares;Coches;Santiago de Compostela;Camino de Santiago;343
01/09/2022;Urederra;Peatones;Ida;Recursos turístico ;8143
01/09/2022;Xorroxin;Peatones;Vuelta;Recursos turístico ;3543
01/09/2022;Amaiur;Peatones;Vuelta;Recursos turístico ;3031
01/09/2022;Bertiz;Peatones;Vuelta;Recursos turístico ;6818
01/09/2022;Castejón;Peatones;Ida;Recursos turístico ;180
01/09/2022;Castejón;Bicicletas;Vuelta;Recursos turístico ;149
01/09/2022;Isaba;Peatones;Ida;Recursos turístico ;386
01/09/2022;Izco;Peatones;Vuelta;Recursos turístico ;956
01/09/2022;Izco;Bicicletas;Vuelta;Recursos turístico ;1323
01/09/2022;Izco;Coches;Vuelta;Recursos turístico ;158
01/10/2022;Vía Verde Bidasoa (Doneztebe);Peatones;Doneztebe - Gipuzkoa;Vías Verdes - Eurovelo;3617
01/10/2022;Vía Verde Bidasoa (Doneztebe);Bicicletas;Doneztebe - Pamplona;Vías Verdes - Eurovelo;448
01/10/2022;Vía Verde Bidasoa (Doneztebe);Coches;Doneztebe - Gipuzkoa;Vías Verdes - Eurovelo;870
01/10/2022;Via Verde Plazaola (Irurtzun);Peatones;Irurtzun - Gipuzkoa;Vías Verdes - Eurovelo;3938
01/10/2022;Via Verde Plazaola (Irurtzun);Bicicletas;Irurtzun - Pamplona;Vías Verdes - Eurovelo;317
01/10/2022;Via Verde Plazaola (Irurtzun);Coches;Irurtzun - Pamplona;Vías Verdes - Eurovelo;3192
01/10/2022;Via Verde Vasco-Navarro (Ancín);Peatones;Ancín - Álava;Vías Verdes - Eurovelo;160
01/10/2022;Via Verde Vasco-Navarro (Ancín);Bicicletas;Ancín - Estella;Vías Verdes - Eurovelo;91
01/10/2022;Via Verde Vasco-Navarro (Ancín);Coches;Ancín - Estella;Vías Verdes - Eurovelo;123
01/10/2022;Via Verde Tarazonica (Cascante);Peatones;Cascante - Aragón;Vías Verdes - Eurovelo;846
01/10/2022;Via Verde Tarazonica (Cascante);Bicicletas;Cascante - Aragón;Vías Verdes - Eurovelo;227
01/10/2022;Vía Verde Irati (Foz Lumbier);Peatones;Lumbier - Liédena;Vías Verdes - Eurovelo;13661
01/10/2022;Vía Verde Irati (Foz Lumbier);Bicicletas;Lumbier - Liédena;Vías Verdes - Eurovelo;246
01/10/2022;Eurovelo 1-Ederbidea (Gaztelu);Bicicletas;Gaztelu -Pamplona;Vías Verdes - Eurovelo;5
01/10/2022;Eurovelo 1-Ederbidea (Gaztelu);Coches;Gaztelu - Gipuzkoa;Vías Verdes - Eurovelo;59
01/10/2022;Aurizberri-Espinal ;Peatones;Santiago de Compostela;Camino de Santiago;6179
01/10/2022;Aurizberri-Espinal ;Bicicletas;Santiago de Compostela;Camino de Santiago;26
01/10/2022;Aurizberri-Espinal ;Coches;Santiago de Compostela;Camino de Santiago;110
01/10/2022;Puente la Reina-Gares;Peatones;Santiago de Compostela;Camino de Santiago;2056
01/10/2022;Puente la Reina-Gares;Bicicletas;Santiago de Compostela;Camino de Santiago;94
01/10/2022;Puente la Reina-Gares;Coches;Santiago de Compostela;Camino de Santiago;298
01/10/2022;Urederra;Peatones;Ida;Recursos turístico ;9352
01/10/2022;Xorroxin;Peatones;Vuelta;Recursos turístico ;4883
01/10/2022;Amaiur;Peatones;Vuelta;Recursos turístico ;4333
01/10/2022;Bertiz;Peatones;Vuelta;Recursos turístico ;8898
01/10/2022;Castejón;Peatones;Vuelta;Recursos turístico ;153
01/10/2022;Castejón;Bicicletas;Vuelta;Recursos turístico ;112
01/10/2022;Isaba;Peatones;Vuelta;Recursos turístico ;223
01/10/2022;Izco;Peatones;Vuelta;Recursos turístico ;1112
01/10/2022;Izco;Bicicletas;Vuelta;Recursos turístico ;590
01/10/2022;Izco;Coches;Ida;Recursos turístico ;145
01/11/2022;Vía Verde Bidasoa (Doneztebe);Peatones;Doneztebe - Gipuzkoa;Vías Verdes - Eurovelo;2593
01/11/2022;Vía Verde Bidasoa (Doneztebe);Bicicletas;Doneztebe - Pamplona;Vías Verdes - Eurovelo;265
01/11/2022;Vía Verde Bidasoa (Doneztebe);Coches;Doneztebe - Gipuzkoa;Vías Verdes - Eurovelo;1198
01/11/2022;Via Verde Plazaola (Irurtzun);Peatones;Irurtzun - Pamplona;Vías Verdes - Eurovelo;2264
01/11/2022;Via Verde Plazaola (Irurtzun);Bicicletas;Irurtzun - Pamplona;Vías Verdes - Eurovelo;145
01/11/2022;Via Verde Plazaola (Irurtzun);Coches;Irurtzun - Pamplona;Vías Verdes - Eurovelo;2200
01/11/2022;Via Verde Vasco-Navarro (Ancín);Peatones;Ancín - Álava;Vías Verdes - Eurovelo;587
01/11/2022;Via Verde Vasco-Navarro (Ancín);Bicicletas;Ancín - Estella;Vías Verdes - Eurovelo;151
01/11/2022;Via Verde Vasco-Navarro (Ancín);Coches;Ancín - Estella;Vías Verdes - Eurovelo;406
01/11/2022;Via Verde Tarazonica (Cascante);Peatones;Cascante - Aragón;Vías Verdes - Eurovelo;406
01/11/2022;Via Verde Tarazonica (Cascante);Bicicletas;Cascante - Aragón;Vías Verdes - Eurovelo;218
01/11/2022;Vía Verde Irati (Foz Lumbier);Peatones;Liédena - Lumbier;Vías Verdes - Eurovelo;1735
01/11/2022;Vía Verde Irati (Foz Lumbier);Bicicletas;Lumbier - Liédena;Vías Verdes - Eurovelo;93
01/11/2022;Eurovelo 1-Ederbidea (Gaztelu);Bicicletas;Gaztelu -Pamplona;Vías Verdes - Eurovelo;41
01/11/2022;Eurovelo 1-Ederbidea (Gaztelu);Coches;Gaztelu - Gipuzkoa;Vías Verdes - Eurovelo;1658
01/11/2022;Aurizberri-Espinal ;Peatones;Santiago de Compostela;Camino de Santiago;1213
01/11/2022;Aurizberri-Espinal ;Bicicletas;Santiago de Compostela;Camino de Santiago;17
01/11/2022;Aurizberri-Espinal ;Coches;Santiago de Compostela;Camino de Santiago;122
01/11/2022;Puente la Reina-Gares;Peatones;Santiago de Compostela;Camino de Santiago;1236
01/11/2022;Puente la Reina-Gares;Bicicletas;Santiago de Compostela;Camino de Santiago;53
01/11/2022;Puente la Reina-Gares;Coches;Santiago de Compostela;Camino de Santiago;345
01/11/2022;Urederra;Peatones;Ida;Recursos turístico ;5501
01/11/2022;Xorroxin;Peatones;Vuelta;Recursos turístico ;2103
01/11/2022;Amaiur;Peatones;Vuelta;Recursos turístico ;1621
01/11/2022;Bertiz;Peatones;Vuelta;Recursos turístico ;4737
01/11/2022;Castejón;Peatones;Ida;Recursos turístico ;55
01/11/2022;Castejón;Bicicletas;Vuelta;Recursos turístico ;37
01/11/2022;Isaba;Peatones;Vuelta;Recursos turístico ;121
01/11/2022;Izco;Peatones;Ida;Recursos turístico ;158
01/11/2022;Izco;Bicicletas;Vuelta;Recursos turístico ;2658
01/11/2022;Izco;Coches;Vuelta;Recursos turístico ;239
01/12/2022;Vía Verde Bidasoa (Doneztebe);Peatones;Doneztebe - Gipuzkoa;Vías Verdes - Eurovelo;1789
01/12/2022;Vía Verde Bidasoa (Doneztebe);Bicicletas;Doneztebe - Gipuzkoa;Vías Verdes - Eurovelo;239
01/12/2022;Vía Verde Bidasoa (Doneztebe);Coches;Doneztebe - Gipuzkoa;Vías Verdes - Eurovelo;1031
01/12/2022;Via Verde Plazaola (Irurtzun);Peatones;Irurtzun - Pamplona;Vías Verdes - Eurovelo;2434
01/12/2022;Via Verde Plazaola (Irurtzun);Bicicletas;Irurtzun - Pamplona;Vías Verdes - Eurovelo;113
01/12/2022;Via Verde Plazaola (Irurtzun);Coches;Irurtzun - Pamplona;Vías Verdes - Eurovelo;1969
01/12/2022;Via Verde Vasco-Navarro (Ancín);Peatones;Ancín - Álava;Vías Verdes - Eurovelo;759
01/12/2022;Via Verde Vasco-Navarro (Ancín);Bicicletas;Ancín - Estella;Vías Verdes - Eurovelo;180
01/12/2022;Via Verde Vasco-Navarro (Ancín);Coches;Ancín - Estella;Vías Verdes - Eurovelo;467
01/12/2022;Via Verde Tarazonica (Cascante);Peatones;Cascante - Tudela ;Vías Verdes - Eurovelo;236
01/12/2022;Via Verde Tarazonica (Cascante);Bicicletas;Cascante - Aragón;Vías Verdes - Eurovelo;189
01/12/2022;Vía Verde Irati (Foz Lumbier);Peatones;Lumbier - Liédena;Vías Verdes - Eurovelo;3308
01/12/2022;Vía Verde Irati (Foz Lumbier);Bicicletas;Lumbier - Liédena;Vías Verdes - Eurovelo;87
01/12/2022;Eurovelo 1-Ederbidea (Gaztelu);Bicicletas;Gaztelu -Pamplona;Vías Verdes - Eurovelo;28
01/12/2022;Eurovelo 1-Ederbidea (Gaztelu);Coches;Gaztelu - Gipuzkoa;Vías Verdes - Eurovelo;850
01/12/2022;Aurizberri-Espinal ;Peatones;Santiago de Compostela;Camino de Santiago;722
01/12/2022;Aurizberri-Espinal ;Bicicletas;Santiago de Compostela;Camino de Santiago;4
01/12/2022;Aurizberri-Espinal ;Coches;Santiago de Compostela;Camino de Santiago;121
01/12/2022;Puente la Reina-Gares;Peatones;Santiago de Compostela;Camino de Santiago;670
01/12/2022;Puente la Reina-Gares;Bicicletas;Santiago de Compostela;Camino de Santiago;40
01/12/2022;Puente la Reina-Gares;Coches;Santiago de Compostela;Camino de Santiago;238
01/12/2022;Urederra;Peatones;Ida;Recursos turístico ;4621
01/12/2022;Xorroxin;Peatones;Vuelta;Recursos turístico ;2363
01/12/2022;Amaiur;Peatones;Vuelta;Recursos turístico ;1968
01/12/2022;Bertiz;Peatones;Vuelta;Recursos turístico ;4158
01/12/2022;Castejón;Peatones;Ida;Recursos turístico ;154
01/12/2022;Castejón;Bicicletas;Ida;Recursos turístico ;68
01/12/2022;Isaba;Peatones;Vuelta;Recursos turístico ;128
01/12/2022;Izco;Peatones;Vuelta;Recursos turístico ;31
01/12/2022;Izco;Bicicletas;Vuelta;Recursos turístico ;113
01/12/2022;Izco;Coches;Ida;Recursos turístico ;80
01/01/2023;Vía Verde Bidasoa (Doneztebe);Peatones;Doneztebe - Gipuzkoa;Vías Verdes - Eurovelo;3692
01/01/2023;Vía Verde Bidasoa (Doneztebe);Bicicletas;Doneztebe - Pamplona;Vías Verdes - Eurovelo;255
01/01/2023;Vía Verde Bidasoa (Doneztebe);Coches;Doneztebe - Gipuzkoa;Vías Verdes - Eurovelo;1539
01/01/2023;Via Verde Plazaola (Irurtzun);Peatones;Irurtzun - Pamplona;Vías Verdes - Eurovelo;2056
01/01/2023;Via Verde Plazaola (Irurtzun);Bicicletas;Irurtzun - Pamplona;Vías Verdes - Eurovelo;79
01/01/2023;Via Verde Plazaola (Irurtzun);Coches;Irurtzun - Pamplona;Vías Verdes - Eurovelo;1783
01/01/2023;Via Verde Vasco-Navarro (Ancín);Peatones;Ancín - Álava;Vías Verdes - Eurovelo;551
01/01/2023;Via Verde Vasco-Navarro (Ancín);Bicicletas;Ancín - Estella;Vías Verdes - Eurovelo;126
01/01/2023;Via Verde Vasco-Navarro (Ancín);Coches;Ancín - Estella;Vías Verdes - Eurovelo;370
01/01/2023;Via Verde Tarazonica (Cascante);Peatones;Cascante - Tudela ;Vías Verdes - Eurovelo;494
01/01/2023;Via Verde Tarazonica (Cascante);Bicicletas;Cascante - Aragón;Vías Verdes - Eurovelo;110
01/01/2023;Vía Verde Irati (Foz Lumbier);Peatones;Liédena - Lumbier;Vías Verdes - Eurovelo;4549
01/01/2023;Vía Verde Irati (Foz Lumbier);Bicicletas;Lumbier - Liédena;Vías Verdes - Eurovelo;59
01/01/2023;Eurovelo 1-Ederbidea (Gaztelu);Bicicletas;Gaztelu -Pamplona;Vías Verdes - Eurovelo;22
01/01/2023;Eurovelo 1-Ederbidea (Gaztelu);Coches;Gaztelu -Pamplona;Vías Verdes - Eurovelo;716
01/01/2023;Aurizberri-Espinal ;Peatones;Santiago de Compostela;Camino de Santiago;710
01/01/2023;Aurizberri-Espinal ;Bicicletas;Santiago de Compostela;Camino de Santiago;1
01/01/2023;Aurizberri-Espinal ;Coches;Santiago de Compostela;Camino de Santiago;98
01/01/2023;Puente la Reina-Gares;Peatones;Santiago de Compostela;Camino de Santiago;744
01/01/2023;Puente la Reina-Gares;Bicicletas;Santiago de Compostela;Camino de Santiago;23
01/01/2023;Puente la Reina-Gares;Coches;Santiago de Compostela;Camino de Santiago;275
01/01/2023;Urederra;Peatones;Ida;Recursos turístico ;2204
01/01/2023;Xorroxin;Peatones;Vuelta;Recursos turístico ;1062
01/01/2023;Amaiur;Peatones;Vuelta;Recursos turístico ;731
01/01/2023;Bertiz;Peatones;Vuelta;Recursos turístico ;2746
01/01/2023;Castejón;Peatones;Ida;Recursos turístico ;242
01/01/2023;Castejón;Bicicletas;Vuelta;Recursos turístico ;79
01/01/2023;Isaba;Peatones;Vuelta;Recursos turístico ;211
01/01/2023;Izco;Peatones;Ida;Recursos turístico ;174
01/01/2023;Izco;Bicicletas;Ida;Recursos turístico ;33
01/01/2023;Izco;Coches;Ida;Recursos turístico ;60
01/02/2023;Vía Verde Bidasoa (Doneztebe);Peatones;Doneztebe - Gipuzkoa;Vías Verdes - Eurovelo;3665
01/02/2023;Vía Verde Bidasoa (Doneztebe);Bicicletas;Doneztebe - Pamplona;Vías Verdes - Eurovelo;356
01/02/2023;Vía Verde Bidasoa (Doneztebe);Coches;Doneztebe - Gipuzkoa;Vías Verdes - Eurovelo;1273
01/02/2023;Via Verde Plazaola (Irurtzun);Peatones;Irurtzun - Pamplona;Vías Verdes - Eurovelo;2190
01/02/2023;Via Verde Plazaola (Irurtzun);Bicicletas;Irurtzun - Pamplona;Vías Verdes - Eurovelo;161
01/02/2023;Via Verde Plazaola (Irurtzun);Coches;Irurtzun - Pamplona;Vías Verdes - Eurovelo;1901
01/02/2023;Via Verde Vasco-Navarro (Ancín);Peatones;Ancín - Álava;Vías Verdes - Eurovelo;624
01/02/2023;Via Verde Vasco-Navarro (Ancín);Bicicletas;Ancín - Estella;Vías Verdes - Eurovelo;147
01/02/2023;Via Verde Vasco-Navarro (Ancín);Coches;Ancín - Estella;Vías Verdes - Eurovelo;492
01/02/2023;Via Verde Tarazonica (Cascante);Peatones;Cascante - Tudela ;Vías Verdes - Eurovelo;614
01/02/2023;Via Verde Tarazonica (Cascante);Bicicletas;Cascante - Aragón;Vías Verdes - Eurovelo;126
01/02/2023;Vía Verde Irati (Foz Lumbier);Peatones;Lumbier - Liédena;Vías Verdes - Eurovelo;6651
01/02/2023;Vía Verde Irati (Foz Lumbier);Bicicletas;Lumbier - Liédena;Vías Verdes - Eurovelo;80
01/02/2023;Eurovelo 1-Ederbidea (Gaztelu);Bicicletas;Gaztelu -Pamplona;Vías Verdes - Eurovelo;15
01/02/2023;Eurovelo 1-Ederbidea (Gaztelu);Coches;Gaztelu - Gipuzkoa;Vías Verdes - Eurovelo;381
01/02/2023;Aurizberri-Espinal ;Peatones;Santiago de Compostela;Camino de Santiago;439
01/02/2023;Aurizberri-Espinal ;Coches;Santiago de Compostela;Camino de Santiago;42
01/02/2023;Puente la Reina-Gares;Peatones;Santiago de Compostela;Camino de Santiago;890
01/02/2023;Puente la Reina-Gares;Bicicletas;Santiago de Compostela;Camino de Santiago;45
01/02/2023;Puente la Reina-Gares;Coches;Santiago de Compostela;Camino de Santiago;252
01/02/2023;Urederra;Peatones;Ida;Recursos turístico ;2501
01/02/2023;Xorroxin;Peatones;Vuelta;Recursos turístico ;1718
01/02/2023;Amaiur;Peatones;Vuelta;Recursos turístico ;1127
01/02/2023;Bertiz;Peatones;Vuelta;Recursos turístico ;3487
01/02/2023;Castejón;Peatones;Vuelta;Recursos turístico ;261
01/02/2023;Castejón;Bicicletas;Vuelta;Recursos turístico ;65
01/02/2023;Isaba;Peatones;Vuelta;Recursos turístico ;254
01/02/2023;Izco;Peatones;Vuelta;Recursos turístico ;288
01/02/2023;Izco;Bicicletas;Ida;Recursos turístico ;48
01/02/2023;Izco;Coches;Ida;Recursos turístico ;56
01/03/2023;Vía Verde Bidasoa (Doneztebe);Peatones;Doneztebe - Gipuzkoa;Vías Verdes - Eurovelo;4771
01/03/2023;Vía Verde Bidasoa (Doneztebe);Bicicletas;Doneztebe - Pamplona;Vías Verdes - Eurovelo;491
01/03/2023;Vía Verde Bidasoa (Doneztebe);Coches;Doneztebe - Gipuzkoa;Vías Verdes - Eurovelo;1477
01/03/2023;Via Verde Plazaola (Irurtzun);Peatones;Irurtzun - Pamplona;Vías Verdes - Eurovelo;2734
01/03/2023;Via Verde Plazaola (Irurtzun);Bicicletas;Irurtzun - Pamplona;Vías Verdes - Eurovelo;227
01/03/2023;Via Verde Plazaola (Irurtzun);Coches;Irurtzun - Pamplona;Vías Verdes - Eurovelo;2324
01/03/2023;Via Verde Vasco-Navarro (Ancín);Peatones;Ancín - Álava;Vías Verdes - Eurovelo;477
01/03/2023;Via Verde Vasco-Navarro (Ancín);Bicicletas;Ancín - Estella;Vías Verdes - Eurovelo;150
01/03/2023;Via Verde Vasco-Navarro (Ancín);Coches;Ancín - Estella;Vías Verdes - Eurovelo;282
01/03/2023;Via Verde Tarazonica (Cascante);Peatones;Cascante - Aragón;Vías Verdes - Eurovelo;895
01/03/2023;Via Verde Tarazonica (Cascante);Bicicletas;Cascante - Aragón;Vías Verdes - Eurovelo;195
01/03/2023;Vía Verde Irati (Foz Lumbier);Peatones;Lumbier - Liédena;Vías Verdes - Eurovelo;12802
01/03/2023;Vía Verde Irati (Foz Lumbier);Bicicletas;Lumbier - Liédena;Vías Verdes - Eurovelo;230
01/03/2023;Eurovelo 1-Ederbidea (Gaztelu);Bicicletas;Gaztelu -Pamplona;Vías Verdes - Eurovelo;37
01/03/2023;Eurovelo 1-Ederbidea (Gaztelu);Coches;Gaztelu -Pamplona;Vías Verdes - Eurovelo;932
01/03/2023;Aurizberri-Espinal ;Peatones;Santiago de Compostela;Camino de Santiago;2323
01/03/2023;Aurizberri-Espinal ;Bicicletas;Santiago de Compostela;Camino de Santiago;5
01/03/2023;Aurizberri-Espinal ;Coches;Santiago de Compostela;Camino de Santiago;103
01/03/2023;Puente la Reina-Gares;Peatones;Santiago de Compostela;Camino de Santiago;2514
01/03/2023;Puente la Reina-Gares;Bicicletas;Santiago de Compostela;Camino de Santiago;62
01/03/2023;Puente la Reina-Gares;Coches;Santiago de Compostela;Camino de Santiago;315
01/03/2023;Urederra;Peatones;Ida;Recursos turístico ;3210
01/03/2023;Xorroxin;Peatones;Vuelta;Recursos turístico ;2149
01/03/2023;Amaiur;Peatones;Vuelta;Recursos turístico ;1666
01/03/2023;Bertiz;Peatones;Vuelta;Recursos turístico ;4107
01/03/2023;Castejón;Peatones;Vuelta;Recursos turístico ;139
01/03/2023;Castejón;Bicicletas;Vuelta;Recursos turístico ;93
01/03/2023;Isaba;Peatones;Vuelta;Recursos turístico ;86
01/03/2023;Izco;Peatones;Ida;Recursos turístico ;906
01/03/2023;Izco;Bicicletas;Vuelta;Recursos turístico ;5
01/03/2023;Izco;Coches;Vuelta;Recursos turístico ;101
01/04/2023;Vía Verde Bidasoa (Doneztebe);Peatones;Doneztebe - Gipuzkoa;Vías Verdes - Eurovelo;5726
01/04/2023;Vía Verde Bidasoa (Doneztebe);Bicicletas;Doneztebe - Pamplona;Vías Verdes - Eurovelo;670
01/04/2023;Vía Verde Bidasoa (Doneztebe);Coches;Doneztebe - Gipuzkoa;Vías Verdes - Eurovelo;1364
01/04/2023;Via Verde Plazaola (Irurtzun);Peatones;Irurtzun - Pamplona;Vías Verdes - Eurovelo;3882
01/04/2023;Via Verde Plazaola (Irurtzun);Bicicletas;Irurtzun - Pamplona;Vías Verdes - Eurovelo;385
01/04/2023;Via Verde Plazaola (Irurtzun);Coches;Irurtzun - Pamplona;Vías Verdes - Eurovelo;2763
01/04/2023;Via Verde Vasco-Navarro (Ancín);Peatones;Ancín - Álava;Vías Verdes - Eurovelo;1626
01/04/2023;Via Verde Vasco-Navarro (Ancín);Bicicletas;Ancín - Estella;Vías Verdes - Eurovelo;510
01/04/2023;Via Verde Vasco-Navarro (Ancín);Coches;Ancín - Estella;Vías Verdes - Eurovelo;758
