"MES";"CONTADOR";"CONTADOR_TIPO";"CONTADOR_SENTIDO";"ZONA";"NUMERO";"TRIMESTRE";"YEAR"
2019-10-01;"Via Verde Vasco-Navarro (Ancín)";"Coches";"Ancín - Estella";"Vías Verdes - Eurovelo";404;"2019-4";2019
2019-10-01;"Via Verde Tarazonica (Cascante)";"Peatones";"Cascante - Aragón";"Vías Verdes - Eurovelo";1645;"2019-4";2019
2019-10-01;"Via Verde Tarazonica (Cascante)";"Bicicletas";"Cascante - Aragón";"Vías Verdes - Eurovelo";346;"2019-4";2019
2019-10-01;"Vía Verde Irati (Foz Lumbier)";"Peatones";"Lumbier - Liédena";"Vías Verdes - Eurovelo";8940;"2019-4";2019
2019-10-01;"Vía Verde Irati (Foz Lumbier)";"Bicicletas";"Liédena - Lumbier";"Vías Verdes - Eurovelo";329;"2019-4";2019
2019-10-01;"Aurizberri-Espinal ";"Peatones";"Santiago de Compostela";"Camino de Santiago";4780;"2019-4";2019
2019-10-01;"Aurizberri-Espinal ";"Bicicletas";"Santiago de Compostela";"Camino de Santiago";223;"2019-4";2019
2019-10-01;"Puente la Reina-Gares";"Peatones";"Santiago de Compostela";"Camino de Santiago";6047;"2019-4";2019
2019-10-01;"Puente la Reina-Gares";"Bicicletas";"Santiago de Compostela";"Camino de Santiago";133;"2019-4";2019
2019-10-01;"Puente la Reina-Gares";"Coches";"Santiago de Compostela";"Camino de Santiago";296;"2019-4";2019
2019-10-01;"Monreal";"Peatones";"Santiago de Compostela";"Camino de Santiago";1349;"2019-4";2019
2019-10-01;"Urederra";"Peatones";"Ida";"Recursos turístico ";8447;"2019-4";2019
2019-10-01;"Las Roscas";"Peatones";"Ida";"Recursos turístico ";372;"2019-4";2019
2019-10-01;"Xorroxin";"Peatones";"Vuelta";"Recursos turístico ";3323;"2019-4";2019
2019-10-01;"Amaiur";"Peatones";"Ida";"Recursos turístico ";5557;"2019-4";2019
2019-11-01;"Vía Verde Bidasoa (Doneztebe)";"Peatones";"Doneztebe - Pamplona";"Vías Verdes - Eurovelo";1911;"2019-4";2019
2019-11-01;"Vía Verde Bidasoa (Doneztebe)";"Bicicletas";"Doneztebe - Gipuzkoa";"Vías Verdes - Eurovelo";265;"2019-4";2019
2019-11-01;"Vía Verde Bidasoa (Doneztebe)";"Coches";"Doneztebe - Gipuzkoa";"Vías Verdes - Eurovelo";1141;"2019-4";2019
2019-11-01;"Vía Verde Plazaola (Lekunberri)";"Peatones";"Lekunberri - Gipuzkoa";"Vías Verdes - Eurovelo";1117;"2019-4";2019
2019-11-01;"Vía Verde Plazaola (Lekunberri)";"Bicicletas";"Lekunberri - Gipuzkoa";"Vías Verdes - Eurovelo";74;"2019-4";2019
2019-11-01;"Via Verde Vasco-Navarro (Ancín)";"Peatones";"Ancín - Estella";"Vías Verdes - Eurovelo";466;"2019-4";2019
2019-11-01;"Via Verde Vasco-Navarro (Ancín)";"Bicicletas";"Ancín - Estella";"Vías Verdes - Eurovelo";123;"2019-4";2019
2019-11-01;"Via Verde Vasco-Navarro (Ancín)";"Coches";"Ancín - Álava";"Vías Verdes - Eurovelo";398;"2019-4";2019
2019-11-01;"Via Verde Tarazonica (Cascante)";"Peatones";"Cascante - Aragón";"Vías Verdes - Eurovelo";1014;"2019-4";2019
2019-11-01;"Via Verde Tarazonica (Cascante)";"Bicicletas";"Cascante - Aragón";"Vías Verdes - Eurovelo";282;"2019-4";2019
2019-11-01;"Vía Verde Irati (Foz Lumbier)";"Peatones";"Lumbier - Liédena";"Vías Verdes - Eurovelo";5461;"2019-4";2019
2019-11-01;"Vía Verde Irati (Foz Lumbier)";"Bicicletas";"Lumbier - Liédena";"Vías Verdes - Eurovelo";72;"2019-4";2019
2019-11-01;"Aurizberri-Espinal ";"Peatones";"Santiago de Compostela";"Camino de Santiago";554;"2019-4";2019
2019-11-01;"Aurizberri-Espinal ";"Bicicletas";"Santiago de Compostela";"Camino de Santiago";53;"2019-4";2019
2019-11-01;"Puente la Reina-Gares";"Peatones";"Santiago de Compostela";"Camino de Santiago";548;"2019-4";2019
2019-11-01;"Puente la Reina-Gares";"Bicicletas";"Santiago de Compostela";"Camino de Santiago";16;"2019-4";2019
2019-11-01;"Puente la Reina-Gares";"Coches";"Santiago de Compostela";"Camino de Santiago";90;"2019-4";2019
2019-11-01;"Monreal";"Peatones";"Santiago de Compostela";"Camino de Santiago";713;"2019-4";2019
2019-11-01;"Urederra";"Peatones";"Ida";"Recursos turístico ";4357;"2019-4";2019
2019-11-01;"Las Roscas";"Peatones";"Vuelta";"Recursos turístico ";154;"2019-4";2019
2019-11-01;"Xorroxin";"Peatones";"Vuelta";"Recursos turístico ";1055;"2019-4";2019
2019-11-01;"Amaiur";"Peatones";"Ida";"Recursos turístico ";2785;"2019-4";2019
2019-12-01;"Vía Verde Bidasoa (Doneztebe)";"Peatones";"Doneztebe - Pamplona";"Vías Verdes - Eurovelo";2069;"2019-4";2019
2019-12-01;"Vía Verde Bidasoa (Doneztebe)";"Bicicletas";"Doneztebe - Pamplona";"Vías Verdes - Eurovelo";437;"2019-4";2019
2019-12-01;"Vía Verde Bidasoa (Doneztebe)";"Coches";"Doneztebe - Gipuzkoa";"Vías Verdes - Eurovelo";1170;"2019-4";2019
2019-12-01;"Vía Verde Plazaola (Lekunberri)";"Peatones";"Lekunberri - Gipuzkoa";"Vías Verdes - Eurovelo";1497;"2019-4";2019
2019-12-01;"Vía Verde Plazaola (Lekunberri)";"Bicicletas";"Lekunberri - Gipuzkoa";"Vías Verdes - Eurovelo";124;"2019-4";2019
2019-12-01;"Via Verde Vasco-Navarro (Ancín)";"Peatones";"Ancín - Estella";"Vías Verdes - Eurovelo";587;"2019-4";2019
2019-12-01;"Via Verde Vasco-Navarro (Ancín)";"Bicicletas";"Ancín - Álava";"Vías Verdes - Eurovelo";229;"2019-4";2019
2019-12-01;"Via Verde Vasco-Navarro (Ancín)";"Coches";"Ancín - Estella";"Vías Verdes - Eurovelo";470;"2019-4";2019
2019-12-01;"Via Verde Tarazonica (Cascante)";"Peatones";"Cascante - Aragón";"Vías Verdes - Eurovelo";960;"2019-4";2019
2019-12-01;"Via Verde Tarazonica (Cascante)";"Bicicletas";"Cascante - Aragón";"Vías Verdes - Eurovelo";257;"2019-4";2019
2019-12-01;"Vía Verde Irati (Foz Lumbier)";"Peatones";"Lumbier - Liédena";"Vías Verdes - Eurovelo";6301;"2019-4";2019
2019-12-01;"Vía Verde Irati (Foz Lumbier)";"Bicicletas";"Lumbier - Liédena";"Vías Verdes - Eurovelo";145;"2019-4";2019
2019-12-01;"Aurizberri-Espinal ";"Peatones";"Santiago de Compostela";"Camino de Santiago";316;"2019-4";2019
2019-12-01;"Aurizberri-Espinal ";"Bicicletas";"Santiago de Compostela";"Camino de Santiago";41;"2019-4";2019
2019-12-01;"Puente la Reina-Gares";"Peatones";"Santiago de Compostela";"Camino de Santiago";460;"2019-4";2019
2019-12-01;"Puente la Reina-Gares";"Bicicletas";"Santiago de Compostela";"Camino de Santiago";39;"2019-4";2019
2019-12-01;"Puente la Reina-Gares";"Coches";"Santiago de Compostela";"Camino de Santiago";116;"2019-4";2019
2019-12-01;"Monreal";"Peatones";"Santiago de Compostela";"Camino de Santiago";719;"2019-4";2019
2019-12-01;"Urederra";"Peatones";"Ida";"Recursos turístico ";6016;"2019-4";2019
2019-12-01;"Las Roscas";"Peatones";"Ida";"Recursos turístico ";305;"2019-4";2019
2019-12-01;"Xorroxin";"Peatones";"Vuelta";"Recursos turístico ";2544;"2019-4";2019
2019-12-01;"Amaiur";"Peatones";"Ida";"Recursos turístico ";5552;"2019-4";2019
2020-01-01;"Vía Verde Bidasoa (Doneztebe)";"Peatones";"Doneztebe - Pamplona";"Vías Verdes - Eurovelo";2064;"2020-1";2020
2020-01-01;"Vía Verde Bidasoa (Doneztebe)";"Bicicletas";"Doneztebe - Pamplona";"Vías Verdes - Eurovelo";503;"2020-1";2020
2020-01-01;"Vía Verde Bidasoa (Doneztebe)";"Coches";"Doneztebe - Gipuzkoa";"Vías Verdes - Eurovelo";1412;"2020-1";2020
2020-01-01;"Vía Verde Plazaola (Lekunberri)";"Peatones";"Lekunberri - Gipuzkoa";"Vías Verdes - Eurovelo";1118;"2020-1";2020
2020-01-01;"Vía Verde Plazaola (Lekunberri)";"Bicicletas";"Lekunberri - Gipuzkoa";"Vías Verdes - Eurovelo";82;"2020-1";2020
2020-01-01;"Via Verde Vasco-Navarro (Ancín)";"Peatones";"Ancín - Estella";"Vías Verdes - Eurovelo";472;"2020-1";2020
2020-01-01;"Via Verde Vasco-Navarro (Ancín)";"Bicicletas";"Ancín - Álava";"Vías Verdes - Eurovelo";168;"2020-1";2020
2020-01-01;"Via Verde Vasco-Navarro (Ancín)";"Coches";"Ancín - Estella";"Vías Verdes - Eurovelo";481;"2020-1";2020
2020-01-01;"Via Verde Tarazonica (Cascante)";"Peatones";"Cascante - Aragón";"Vías Verdes - Eurovelo";875;"2020-1";2020
2020-01-01;"Via Verde Tarazonica (Cascante)";"Bicicletas";"Cascante - Aragón";"Vías Verdes - Eurovelo";256;"2020-1";2020
2020-01-01;"Vía Verde Irati (Foz Lumbier)";"Peatones";"Lumbier - Liédena";"Vías Verdes - Eurovelo";4122;"2020-1";2020
2020-01-01;"Vía Verde Irati (Foz Lumbier)";"Bicicletas";"Lumbier - Liédena";"Vías Verdes - Eurovelo";114;"2020-1";2020
2020-01-01;"Aurizberri-Espinal ";"Peatones";"Santiago de Compostela";"Camino de Santiago";476;"2020-1";2020
2020-01-01;"Aurizberri-Espinal ";"Bicicletas";"Santiago de Compostela";"Camino de Santiago";41;"2020-1";2020
2020-01-01;"Puente la Reina-Gares";"Peatones";"Santiago de Compostela";"Camino de Santiago";1060;"2020-1";2020
2020-01-01;"Puente la Reina-Gares";"Bicicletas";"Santiago de Compostela";"Camino de Santiago";82;"2020-1";2020
2020-01-01;"Puente la Reina-Gares";"Coches";"Santiago de Compostela";"Camino de Santiago";301;"2020-1";2020
2020-01-01;"Monreal";"Peatones";"Santiago de Compostela";"Camino de Santiago";761;"2020-1";2020
2020-01-01;"Urederra";"Peatones";"Ida";"Recursos turístico ";3226;"2020-1";2020
2020-01-01;"Las Roscas";"Peatones";"Vuelta";"Recursos turístico ";106;"2020-1";2020
2020-01-01;"Xorroxin";"Peatones";"Vuelta";"Recursos turístico ";1166;"2020-1";2020
2020-01-01;"Amaiur";"Peatones";"Ida";"Recursos turístico ";3237;"2020-1";2020
2020-02-01;"Vía Verde Bidasoa (Doneztebe)";"Peatones";"Doneztebe - Pamplona";"Vías Verdes - Eurovelo";2389;"2020-1";2020
2020-02-01;"Vía Verde Bidasoa (Doneztebe)";"Bicicletas";"Doneztebe - Pamplona";"Vías Verdes - Eurovelo";689;"2020-1";2020
2020-02-01;"Vía Verde Bidasoa (Doneztebe)";"Coches";"Doneztebe - Gipuzkoa";"Vías Verdes - Eurovelo";1322;"2020-1";2020
2020-02-01;"Vía Verde Plazaola (Lekunberri)";"Peatones";"Lekunberri - Gipuzkoa";"Vías Verdes - Eurovelo";1695;"2020-1";2020
2020-02-01;"Vía Verde Plazaola (Lekunberri)";"Bicicletas";"Lekunberri - Gipuzkoa";"Vías Verdes - Eurovelo";220;"2020-1";2020
2020-02-01;"Via Verde Vasco-Navarro (Ancín)";"Peatones";"Ancín - Estella";"Vías Verdes - Eurovelo";665;"2020-1";2020
2020-02-01;"Via Verde Vasco-Navarro (Ancín)";"Bicicletas";"Ancín - Álava";"Vías Verdes - Eurovelo";314;"2020-1";2020
2020-02-01;"Via Verde Vasco-Navarro (Ancín)";"Coches";"Ancín - Estella";"Vías Verdes - Eurovelo";437;"2020-1";2020
2020-02-01;"Via Verde Tarazonica (Cascante)";"Peatones";"Cascante - Tudela ";"Vías Verdes - Eurovelo";1263;"2020-1";2020
2020-02-01;"Via Verde Tarazonica (Cascante)";"Bicicletas";"Cascante - Aragón";"Vías Verdes - Eurovelo";356;"2020-1";2020
2020-02-01;"Vía Verde Irati (Foz Lumbier)";"Peatones";"Lumbier - Liédena";"Vías Verdes - Eurovelo";7114;"2020-1";2020
2020-02-01;"Vía Verde Irati (Foz Lumbier)";"Bicicletas";"Lumbier - Liédena";"Vías Verdes - Eurovelo";207;"2020-1";2020
2020-02-01;"Aurizberri-Espinal ";"Peatones";"Santiago de Compostela";"Camino de Santiago";480;"2020-1";2020
2020-02-01;"Aurizberri-Espinal ";"Bicicletas";"Santiago de Compostela";"Camino de Santiago";44;"2020-1";2020
2020-02-01;"Aurizberri-Espinal ";"Coches";"Santiago de Compostela";"Camino de Santiago";2;"2020-1";2020
2020-02-01;"Puente la Reina-Gares";"Peatones";"Santiago de Compostela";"Camino de Santiago";1150;"2020-1";2020
2020-02-01;"Puente la Reina-Gares";"Bicicletas";"Santiago de Compostela";"Camino de Santiago";78;"2020-1";2020
2020-02-01;"Puente la Reina-Gares";"Coches";"Santiago de Compostela";"Camino de Santiago";265;"2020-1";2020
2020-02-01;"Monreal";"Peatones";"Santiago de Compostela";"Camino de Santiago";887;"2020-1";2020
2020-02-01;"Urederra";"Peatones";"Ida";"Recursos turístico ";5889;"2020-1";2020
2020-02-01;"Las Roscas";"Peatones";"Vuelta";"Recursos turístico ";224;"2020-1";2020
2020-02-01;"Xorroxin";"Peatones";"Vuelta";"Recursos turístico ";2243;"2020-1";2020
2020-02-01;"Amaiur";"Peatones";"Ida";"Recursos turístico ";4326;"2020-1";2020
2020-03-01;"Vía Verde Bidasoa (Doneztebe)";"Bicicletas";"Doneztebe - Pamplona";"Vías Verdes - Eurovelo";622;"2020-1";2020
2020-03-01;"Vía Verde Bidasoa (Doneztebe)";"Coches";"Doneztebe - Gipuzkoa";"Vías Verdes - Eurovelo";36;"2020-1";2020
2020-03-01;"Vía Verde Plazaola (Lekunberri)";"Bicicletas";"Lekunberri - Pamplona";"Vías Verdes - Eurovelo";247;"2020-1";2020
2020-03-01;"Via Verde Plazaola (Irurtzun)";"Peatones";"Irurtzun - Pamplona";"Vías Verdes - Eurovelo";1055;"2020-1";2020
2020-03-01;"Via Verde Plazaola (Irurtzun)";"Bicicletas";"Irurtzun - Gipuzkoa";"Vías Verdes - Eurovelo";577;"2020-1";2020
2020-03-01;"Via Verde Plazaola (Irurtzun)";"Coches";"Irurtzun - Pamplona";"Vías Verdes - Eurovelo";554;"2020-1";2020
2020-03-01;"Via Verde Vasco-Navarro (Ancín)";"Peatones";"Ancín - Álava";"Vías Verdes - Eurovelo";197;"2020-1";2020
2020-03-01;"Via Verde Vasco-Navarro (Ancín)";"Bicicletas";"Ancín - Álava";"Vías Verdes - Eurovelo";47;"2020-1";2020
2020-03-01;"Via Verde Vasco-Navarro (Ancín)";"Coches";"Ancín - Álava";"Vías Verdes - Eurovelo";55;"2020-1";2020
2020-03-01;"Via Verde Tarazonica (Cascante)";"Bicicletas";"Cascante - Tudela ";"Vías Verdes - Eurovelo";119;"2020-1";2020
2020-03-01;"Vía Verde Irati (Foz Lumbier)";"Peatones";"Liédena - Lumbier";"Vías Verdes - Eurovelo";799;"2020-1";2020
2020-03-01;"Vía Verde Irati (Foz Lumbier)";"Bicicletas";"Liédena - Lumbier";"Vías Verdes - Eurovelo";134;"2020-1";2020
2020-03-01;"Eurovelo 1-Ederbidea (Gaztelu)";"Bicicletas";"Gaztelu -Pamplona";"Vías Verdes - Eurovelo";384;"2020-1";2020
2020-03-01;"Eurovelo 1-Ederbidea (Gaztelu)";"Coches";"Irurtzun - Pamplona";"Vías Verdes - Eurovelo";3672;"2020-1";2020
2020-03-01;"Puente la Reina-Gares";"Peatones";"Santiago de Compostela";"Camino de Santiago";390;"2020-1";2020
2020-03-01;"Puente la Reina-Gares";"Bicicletas";"Santiago de Compostela";"Camino de Santiago";155;"2020-1";2020
2020-03-01;"Puente la Reina-Gares";"Coches";"Santiago de Compostela";"Camino de Santiago";901;"2020-1";2020
2020-03-01;"Monreal";"Peatones";"Santiago de Compostela";"Camino de Santiago";794;"2020-1";2020
2020-03-01;"Urederra";"Peatones";"Vuelta";"Recursos turístico ";1454;"2020-1";2020
2020-03-01;"Las Roscas";"Peatones";"Ida";"Recursos turístico ";139;"2020-1";2020
2020-03-01;"Xorroxin";"Peatones";"Ida";"Recursos turístico ";361;"2020-1";2020
2020-03-01;"Amaiur";"Peatones";"Ida";"Recursos turístico ";1569;"2020-1";2020
2020-04-01;"Vía Verde Bidasoa (Doneztebe)";"Bicicletas";"Doneztebe - Gipuzkoa";"Vías Verdes - Eurovelo";945;"2020-2";2020
2020-04-01;"Vía Verde Bidasoa (Doneztebe)";"Coches";"Doneztebe - Gipuzkoa";"Vías Verdes - Eurovelo";87;"2020-2";2020
2020-04-01;"Vía Verde Plazaola (Lekunberri)";"Bicicletas";"Lekunberri - Gipuzkoa";"Vías Verdes - Eurovelo";87;"2020-2";2020
2020-04-01;"Via Verde Plazaola (Irurtzun)";"Peatones";"Irurtzun - Pamplona";"Vías Verdes - Eurovelo";341;"2020-2";2020
2020-04-01;"Via Verde Plazaola (Irurtzun)";"Bicicletas";"Irurtzun - Gipuzkoa";"Vías Verdes - Eurovelo";286;"2020-2";2020
2020-04-01;"Via Verde Plazaola (Irurtzun)";"Coches";"Irurtzun - Pamplona";"Vías Verdes - Eurovelo";112;"2020-2";2020
2020-04-01;"Via Verde Vasco-Navarro (Ancín)";"Peatones";"Ancín - Álava";"Vías Verdes - Eurovelo";88;"2020-2";2020
2020-04-01;"Via Verde Vasco-Navarro (Ancín)";"Bicicletas";"Ancín - Álava";"Vías Verdes - Eurovelo";38;"2020-2";2020
2020-04-01;"Via Verde Vasco-Navarro (Ancín)";"Coches";"Ancín - Estella";"Vías Verdes - Eurovelo";22;"2020-2";2020
2020-04-01;"Via Verde Tarazonica (Cascante)";"Bicicletas";"Cascante - Aragón";"Vías Verdes - Eurovelo";16;"2020-2";2020
2020-04-01;"Vía Verde Irati (Foz Lumbier)";"Peatones";"Lumbier - Liédena";"Vías Verdes - Eurovelo";727;"2020-2";2020
2020-04-01;"Vía Verde Irati (Foz Lumbier)";"Bicicletas";"Liédena - Lumbier";"Vías Verdes - Eurovelo";4;"2020-2";2020
2020-04-01;"Eurovelo 1-Ederbidea (Gaztelu)";"Bicicletas";"Gaztelu -Pamplona";"Vías Verdes - Eurovelo";589;"2020-2";2020
2020-04-01;"Eurovelo 1-Ederbidea (Gaztelu)";"Coches";"Gaztelu -Pamplona";"Vías Verdes - Eurovelo";24;"2020-2";2020
2020-04-01;"Puente la Reina-Gares";"Peatones";"Santiago de Compostela";"Camino de Santiago";192;"2020-2";2020
2020-04-01;"Puente la Reina-Gares";"Bicicletas";"Santiago de Compostela";"Camino de Santiago";99;"2020-2";2020
2020-04-01;"Puente la Reina-Gares";"Coches";"Santiago de Compostela";"Camino de Santiago";730;"2020-2";2020
2020-04-01;"Monreal";"Peatones";"Santiago de Compostela";"Camino de Santiago";122;"2020-2";2020
2020-04-01;"Urederra";"Peatones";"Vuelta";"Recursos turístico ";237;"2020-2";2020
2020-04-01;"Las Roscas";"Peatones";"Vuelta";"Recursos turístico ";21;"2020-2";2020
2020-04-01;"Xorroxin";"Peatones";"Ida";"Recursos turístico ";298;"2020-2";2020
2020-04-01;"Amaiur";"Peatones";"Ida";"Recursos turístico ";186;"2020-2";2020
2020-05-01;"Vía Verde Bidasoa (Doneztebe)";"Bicicletas";"Doneztebe - Gipuzkoa";"Vías Verdes - Eurovelo";1730;"2020-2";2020
2020-05-01;"Vía Verde Bidasoa (Doneztebe)";"Coches";"Doneztebe - Gipuzkoa";"Vías Verdes - Eurovelo";143;"2020-2";2020
2020-05-01;"Vía Verde Plazaola (Lekunberri)";"Bicicletas";"Lekunberri - Pamplona";"Vías Verdes - Eurovelo";1636;"2020-2";2020
2020-05-01;"Via Verde Plazaola (Irurtzun)";"Peatones";"Irurtzun - Pamplona";"Vías Verdes - Eurovelo";5248;"2020-2";2020
2020-05-01;"Via Verde Plazaola (Irurtzun)";"Bicicletas";"Irurtzun - Gipuzkoa";"Vías Verdes - Eurovelo";3008;"2020-2";2020
2020-05-01;"Via Verde Plazaola (Irurtzun)";"Coches";"Irurtzun - Gipuzkoa";"Vías Verdes - Eurovelo";1628;"2020-2";2020
2020-05-01;"Via Verde Vasco-Navarro (Ancín)";"Peatones";"Ancín - Álava";"Vías Verdes - Eurovelo";136;"2020-2";2020
2020-05-01;"Via Verde Vasco-Navarro (Ancín)";"Bicicletas";"Ancín - Álava";"Vías Verdes - Eurovelo";486;"2020-2";2020
2020-05-01;"Via Verde Vasco-Navarro (Ancín)";"Coches";"Ancín - Estella";"Vías Verdes - Eurovelo";94;"2020-2";2020
2020-05-01;"Via Verde Tarazonica (Cascante)";"Bicicletas";"Cascante - Tudela ";"Vías Verdes - Eurovelo";564;"2020-2";2020
2020-05-01;"Vía Verde Irati (Foz Lumbier)";"Peatones";"Liédena - Lumbier";"Vías Verdes - Eurovelo";1750;"2020-2";2020
2020-05-01;"Vía Verde Irati (Foz Lumbier)";"Bicicletas";"Liédena - Lumbier";"Vías Verdes - Eurovelo";369;"2020-2";2020
2020-05-01;"Eurovelo 1-Ederbidea (Gaztelu)";"Bicicletas";"Gaztelu -Pamplona";"Vías Verdes - Eurovelo";1739;"2020-2";2020
2020-05-01;"Eurovelo 1-Ederbidea (Gaztelu)";"Coches";"Irurtzun - Pamplona";"Vías Verdes - Eurovelo";4629;"2020-2";2020
2020-05-01;"Puente la Reina-Gares";"Peatones";"Santiago de Compostela";"Camino de Santiago";487;"2020-2";2020
2020-05-01;"Puente la Reina-Gares";"Bicicletas";"Santiago de Compostela";"Camino de Santiago";545;"2020-2";2020
2020-05-01;"Puente la Reina-Gares";"Coches";"Santiago de Compostela";"Camino de Santiago";1238;"2020-2";2020
2020-05-01;"Monreal";"Peatones";"Santiago de Compostela";"Camino de Santiago";792;"2020-2";2020
2020-05-01;"Urederra";"Peatones";"Ida";"Recursos turístico ";1001;"2020-2";2020
2020-05-01;"Las Roscas";"Peatones";"Vuelta";"Recursos turístico ";495;"2020-2";2020
2020-05-01;"Xorroxin";"Peatones";"Ida";"Recursos turístico ";313;"2020-2";2020
2020-05-01;"Amaiur";"Peatones";"Ida";"Recursos turístico ";1108;"2020-2";2020
2020-06-01;"Vía Verde Bidasoa (Doneztebe)";"Bicicletas";"Doneztebe - Gipuzkoa";"Vías Verdes - Eurovelo";486;"2020-2";2020
2020-06-01;"Vía Verde Bidasoa (Doneztebe)";"Coches";"Doneztebe - Gipuzkoa";"Vías Verdes - Eurovelo";165;"2020-2";2020
2020-06-01;"Vía Verde Plazaola (Lekunberri)";"Bicicletas";"Lekunberri - Pamplona";"Vías Verdes - Eurovelo";1494;"2020-2";2020
2020-06-01;"Via Verde Plazaola (Irurtzun)";"Peatones";"Irurtzun - Pamplona";"Vías Verdes - Eurovelo";4370;"2020-2";2020
2020-06-01;"Via Verde Plazaola (Irurtzun)";"Bicicletas";"Irurtzun - Gipuzkoa";"Vías Verdes - Eurovelo";2774;"2020-2";2020
2020-06-01;"Via Verde Plazaola (Irurtzun)";"Coches";"Irurtzun - Pamplona";"Vías Verdes - Eurovelo";2329;"2020-2";2020
2020-06-01;"Via Verde Vasco-Navarro (Ancín)";"Peatones";"Ancín - Álava";"Vías Verdes - Eurovelo";190;"2020-2";2020
2020-06-01;"Via Verde Vasco-Navarro (Ancín)";"Bicicletas";"Ancín - Álava";"Vías Verdes - Eurovelo";529;"2020-2";2020
2020-06-01;"Via Verde Vasco-Navarro (Ancín)";"Coches";"Ancín - Estella";"Vías Verdes - Eurovelo";75;"2020-2";2020
2020-06-01;"Via Verde Tarazonica (Cascante)";"Bicicletas";"Cascante - Tudela ";"Vías Verdes - Eurovelo";781;"2020-2";2020
2020-06-01;"Vía Verde Irati (Foz Lumbier)";"Peatones";"Liédena - Lumbier";"Vías Verdes - Eurovelo";4432;"2020-2";2020
2020-06-01;"Vía Verde Irati (Foz Lumbier)";"Bicicletas";"Liédena - Lumbier";"Vías Verdes - Eurovelo";710;"2020-2";2020
2020-06-01;"Eurovelo 1-Ederbidea (Gaztelu)";"Bicicletas";"Gaztelu -Pamplona";"Vías Verdes - Eurovelo";2329;"2020-2";2020
2020-06-01;"Eurovelo 1-Ederbidea (Gaztelu)";"Coches";"Gaztelu -Pamplona";"Vías Verdes - Eurovelo";11577;"2020-2";2020
2020-06-01;"Puente la Reina-Gares";"Peatones";"Santiago de Compostela";"Camino de Santiago";760;"2020-2";2020
2020-06-01;"Puente la Reina-Gares";"Bicicletas";"Santiago de Compostela";"Camino de Santiago";511;"2020-2";2020
2020-06-01;"Puente la Reina-Gares";"Coches";"Santiago de Compostela";"Camino de Santiago";1224;"2020-2";2020
2020-06-01;"Monreal";"Peatones";"Santiago de Compostela";"Camino de Santiago";707;"2020-2";2020
2020-06-01;"Urederra";"Peatones";"Ida";"Recursos turístico ";2575;"2020-2";2020
2020-06-01;"Las Roscas";"Peatones";"Ida";"Recursos turístico ";646;"2020-2";2020
2020-06-01;"Xorroxin";"Peatones";"Ida";"Recursos turístico ";378;"2020-2";2020
2020-06-01;"Amaiur";"Peatones";"Ida";"Recursos turístico ";3621;"2020-2";2020
2020-07-01;"Vía Verde Bidasoa (Doneztebe)";"Bicicletas";"Doneztebe - Gipuzkoa";"Vías Verdes - Eurovelo";2462;"2020-3";2020
2020-07-01;"Vía Verde Bidasoa (Doneztebe)";"Coches";"Doneztebe - Gipuzkoa";"Vías Verdes - Eurovelo";372;"2020-3";2020
2020-07-01;"Vía Verde Plazaola (Lekunberri)";"Bicicletas";"Lekunberri - Pamplona";"Vías Verdes - Eurovelo";2499;"2020-3";2020
2020-07-01;"Via Verde Plazaola (Irurtzun)";"Peatones";"Irurtzun - Pamplona";"Vías Verdes - Eurovelo";5842;"2020-3";2020
